Week_Ending_Date,Race and Ethnicity,Vaccination Coverage Status,Pregnancy Status at Vaccination,Vaccination Coverage Percentage (%),Denominator,Date Order,Race Sort Order,Visual Figure Number,Pregnancy Vaccination Order
05/07/2022,Hispanic/Latino,Fully Vaccinated,Any,70.6,37101,,4,2,NULL
05/14/2022,Hispanic/Latino,Fully Vaccinated,Any,70.7,37036,,4,2,NULL
05/21/2022,Hispanic/Latino,Fully Vaccinated,Any,70.7,37004,,4,2,NULL
05/28/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,36934,,4,2,NULL
06/04/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,36937,,4,2,NULL
06/11/2022,Hispanic/Latino,Fully Vaccinated,Any,71,36998,,4,2,NULL
06/18/2022,Hispanic/Latino,Fully Vaccinated,Any,71,36948,,4,2,NULL
06/25/2022,Hispanic/Latino,Fully Vaccinated,Any,71,36978,,4,2,NULL
07/02/2022,Hispanic/Latino,Fully Vaccinated,Any,71,36978,,4,2,NULL
07/09/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,36966,,4,2,NULL
07/16/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,36989,,4,2,NULL
07/23/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,37043,,4,2,NULL
07/30/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,36939,,4,2,NULL
08/06/2022,Hispanic/Latino,Fully Vaccinated,Any,70.7,36924,,4,2,NULL
08/13/2022,Hispanic/Latino,Fully Vaccinated,Any,70.6,36897,,4,2,NULL
08/20/2022,Hispanic/Latino,Fully Vaccinated,Any,70.6,36824,,4,2,NULL
08/27/2022,Hispanic/Latino,Fully Vaccinated,Any,70.7,36754,,4,2,NULL
09/03/2022,Hispanic/Latino,Fully Vaccinated,Any,70.7,36626,,4,2,NULL
09/10/2022,Hispanic/Latino,Fully Vaccinated,Any,70.8,36425,,4,2,NULL
09/17/2022,Hispanic/Latino,Fully Vaccinated,Any,70.8,36337,,4,2,NULL
09/24/2022,Hispanic/Latino,Fully Vaccinated,Any,70.8,36279,,4,2,NULL
10/01/2022,Hispanic/Latino,Fully Vaccinated,Any,70.8,36176,,4,2,NULL
10/08/2022,Hispanic/Latino,Fully Vaccinated,Any,70.8,36216,,4,2,NULL
10/15/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,36225,,4,2,NULL
10/22/2022,Hispanic/Latino,Fully Vaccinated,Any,71.2,36283,,4,2,NULL
10/29/2022,Hispanic/Latino,Fully Vaccinated,Any,71.1,36304,,4,2,NULL
11/05/2022,Hispanic/Latino,Fully Vaccinated,Any,71.1,36342,,4,2,NULL
11/12/2022,Hispanic/Latino,Fully Vaccinated,Any,71.1,36388,,4,2,NULL
11/19/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,36456,,4,2,NULL
11/26/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,36364,,4,2,NULL
12/03/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,36390,,4,2,NULL
12/10/2022,Hispanic/Latino,Fully Vaccinated,Any,71,36221,,4,2,NULL
12/17/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,36253,,4,2,NULL
12/24/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,36285,,4,2,NULL
12/31/2022,Hispanic/Latino,Fully Vaccinated,Any,70.9,36296,,4,2,NULL
01/07/2023,Hispanic/Latino,Fully Vaccinated,Any,70.9,36389,,4,2,NULL
01/14/2023,Hispanic/Latino,Fully Vaccinated,Any,70.8,36356,,4,2,NULL
01/21/2023,Hispanic/Latino,Fully Vaccinated,Any,70.8,36236,,4,2,NULL
01/28/2023,Hispanic/Latino,Fully Vaccinated,Any,70.9,36195,,4,2,NULL
02/04/2023,Hispanic/Latino,Fully Vaccinated,Any,70.9,36068,,4,2,NULL
04/22/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.7,89003,,1,2,NULL
04/29/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.7,86174,,1,2,NULL
05/06/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.6,83188,,1,2,NULL
05/13/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.6,79925,,1,2,NULL
05/20/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.6,76756,,1,2,NULL
05/27/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.6,73590,,1,2,NULL
06/03/2023,All Races/Ethnicity,Fully Vaccinated,Any,71.6,70671,,1,2,NULL
01/02/2021,"Asian, NH",Fully Vaccinated,Any,0,15669,,2,2,NULL
01/09/2021,"Asian, NH",Fully Vaccinated,Any,0.5,15698,,2,2,NULL
01/16/2021,"Asian, NH",Fully Vaccinated,Any,1.5,15757,,2,2,NULL
01/23/2021,"Asian, NH",Fully Vaccinated,Any,2.4,15820,,2,2,NULL
01/30/2021,"Asian, NH",Fully Vaccinated,Any,3.7,15825,,2,2,NULL
02/06/2021,"Asian, NH",Fully Vaccinated,Any,5.4,15863,,2,2,NULL
02/13/2021,"Asian, NH",Fully Vaccinated,Any,7.3,15842,,2,2,NULL
02/20/2021,"Asian, NH",Fully Vaccinated,Any,8.6,15849,,2,2,NULL
02/27/2021,"Asian, NH",Fully Vaccinated,Any,9.5,15930,,2,2,NULL
03/06/2021,"Asian, NH",Fully Vaccinated,Any,10.6,15983,,2,2,NULL
03/13/2021,"Asian, NH",Fully Vaccinated,Any,12,15992,,2,2,NULL
03/20/2021,"Asian, NH",Fully Vaccinated,Any,13.9,16043,,2,2,NULL
03/27/2021,"Asian, NH",Fully Vaccinated,Any,16.3,16091,,2,2,NULL
04/03/2021,"Asian, NH",Fully Vaccinated,Any,18.8,16082,,2,2,NULL
04/10/2021,"Asian, NH",Fully Vaccinated,Any,22.7,16043,,2,2,NULL
04/17/2021,"Asian, NH",Fully Vaccinated,Any,27,16027,,2,2,NULL
04/24/2021,"Asian, NH",Fully Vaccinated,Any,32,15993,,2,2,NULL
05/01/2021,"Asian, NH",Fully Vaccinated,Any,37.1,15965,,2,2,NULL
05/08/2021,"Asian, NH",Fully Vaccinated,Any,42.1,15975,,2,2,NULL
05/15/2021,"Asian, NH",Fully Vaccinated,Any,46.3,16010,,2,2,NULL
05/22/2021,"Asian, NH",Fully Vaccinated,Any,50.4,16055,,2,2,NULL
05/29/2021,"Asian, NH",Fully Vaccinated,Any,53.5,16026,,2,2,NULL
06/05/2021,"Asian, NH",Fully Vaccinated,Any,56.2,16005,,2,2,NULL
06/12/2021,"Asian, NH",Fully Vaccinated,Any,59,16016,,2,2,NULL
06/19/2021,"Asian, NH",Fully Vaccinated,Any,61.2,15973,,2,2,NULL
06/26/2021,"Asian, NH",Fully Vaccinated,Any,63,15996,,2,2,NULL
07/03/2021,"Asian, NH",Fully Vaccinated,Any,64.7,15988,,2,2,NULL
07/10/2021,"Asian, NH",Fully Vaccinated,Any,66.4,15969,,2,2,NULL
07/17/2021,"Asian, NH",Fully Vaccinated,Any,67.8,15954,,2,2,NULL
07/24/2021,"Asian, NH",Fully Vaccinated,Any,69.2,15955,,2,2,NULL
07/31/2021,"Asian, NH",Fully Vaccinated,Any,70.5,15977,,2,2,NULL
08/07/2021,"Asian, NH",Fully Vaccinated,Any,71.9,16023,,2,2,NULL
08/14/2021,"Asian, NH",Fully Vaccinated,Any,73.4,15997,,2,2,NULL
08/21/2021,"Asian, NH",Fully Vaccinated,Any,74.8,16005,,2,2,NULL
08/28/2021,"Asian, NH",Fully Vaccinated,Any,76.2,15919,,2,2,NULL
09/04/2021,"Asian, NH",Fully Vaccinated,Any,77.4,15926,,2,2,NULL
09/11/2021,"Asian, NH",Fully Vaccinated,Any,79.2,15896,,2,2,NULL
09/18/2021,"Asian, NH",Fully Vaccinated,Any,80.9,15913,,2,2,NULL
09/25/2021,"Asian, NH",Fully Vaccinated,Any,82.3,15891,,2,2,NULL
02/04/2023,"Black, NH",Fully Vaccinated,Any,58.6,7463,,3,2,NULL
02/11/2023,"Black, NH",Fully Vaccinated,Any,58.5,7408,,3,2,NULL
02/18/2023,"Black, NH",Fully Vaccinated,Any,58.4,7362,,3,2,NULL
02/25/2023,"Black, NH",Fully Vaccinated,Any,58.4,7308,,3,2,NULL
03/04/2023,"Black, NH",Fully Vaccinated,Any,58.7,7263,,3,2,NULL
03/11/2023,"Black, NH",Fully Vaccinated,Any,58.4,7219,,3,2,NULL
03/18/2023,"Black, NH",Fully Vaccinated,Any,58.6,7136,,3,2,NULL
03/25/2023,"Black, NH",Fully Vaccinated,Any,58.9,7025,,3,2,NULL
04/01/2023,"Black, NH",Fully Vaccinated,Any,58.9,6879,,3,2,NULL
02/11/2023,Hispanic/Latino,Fully Vaccinated,Any,70.9,35916,,4,2,NULL
02/18/2023,Hispanic/Latino,Fully Vaccinated,Any,70.9,35815,,4,2,NULL
02/25/2023,Hispanic/Latino,Fully Vaccinated,Any,71,35610,,4,2,NULL
03/04/2023,Hispanic/Latino,Fully Vaccinated,Any,71,35364,,4,2,NULL
03/11/2023,Hispanic/Latino,Fully Vaccinated,Any,71.1,35032,,4,2,NULL
03/18/2023,Hispanic/Latino,Fully Vaccinated,Any,71.1,34699,,4,2,NULL
03/25/2023,Hispanic/Latino,Fully Vaccinated,Any,71.1,34364,,4,2,NULL
04/01/2023,Hispanic/Latino,Fully Vaccinated,Any,71.1,33827,,4,2,NULL
04/08/2023,Hispanic/Latino,Fully Vaccinated,Any,71.1,33296,,4,2,NULL
04/15/2023,Hispanic/Latino,Fully Vaccinated,Any,71.2,32539,,4,2,NULL
04/22/2023,Hispanic/Latino,Fully Vaccinated,Any,71.2,31649,,4,2,NULL
04/29/2023,Hispanic/Latino,Fully Vaccinated,Any,71.2,30682,,4,2,NULL
05/06/2023,Hispanic/Latino,Fully Vaccinated,Any,71.1,29669,,4,2,NULL
05/13/2023,Hispanic/Latino,Fully Vaccinated,Any,71.2,28508,,4,2,NULL
05/20/2023,Hispanic/Latino,Fully Vaccinated,Any,71.1,27364,,4,2,NULL
05/27/2023,Hispanic/Latino,Fully Vaccinated,Any,71.2,26212,,4,2,NULL
06/03/2023,Hispanic/Latino,Fully Vaccinated,Any,71.1,25186,,4,2,NULL
01/09/2021,"Other, NH",Fully Vaccinated,Any,0.3,4862,,5,2,NULL
01/16/2021,"Other, NH",Fully Vaccinated,Any,0.9,4870,,5,2,NULL
01/23/2021,"Other, NH",Fully Vaccinated,Any,1.3,4838,,5,2,NULL
01/30/2021,"Other, NH",Fully Vaccinated,Any,2.1,4854,,5,2,NULL
02/06/2021,"Other, NH",Fully Vaccinated,Any,2.8,4885,,5,2,NULL
02/13/2021,"Other, NH",Fully Vaccinated,Any,3.9,4892,,5,2,NULL
02/20/2021,"Other, NH",Fully Vaccinated,Any,4.7,4889,,5,2,NULL
02/27/2021,"Other, NH",Fully Vaccinated,Any,5.5,4862,,5,2,NULL
03/06/2021,"Other, NH",Fully Vaccinated,Any,6.7,4845,,5,2,NULL
03/13/2021,"Other, NH",Fully Vaccinated,Any,8.2,4865,,5,2,NULL
03/20/2021,"Other, NH",Fully Vaccinated,Any,9.7,4878,,5,2,NULL
03/27/2021,"Other, NH",Fully Vaccinated,Any,11.9,4855,,5,2,NULL
04/03/2021,"Other, NH",Fully Vaccinated,Any,13.9,4840,,5,2,NULL
04/10/2021,"Other, NH",Fully Vaccinated,Any,16.6,4862,,5,2,NULL
04/17/2021,"Other, NH",Fully Vaccinated,Any,19.4,4848,,5,2,NULL
04/24/2021,"Other, NH",Fully Vaccinated,Any,23,4813,,5,2,NULL
05/01/2021,"Other, NH",Fully Vaccinated,Any,25.7,4796,,5,2,NULL
05/08/2021,"Other, NH",Fully Vaccinated,Any,28.9,4798,,5,2,NULL
05/15/2021,"Other, NH",Fully Vaccinated,Any,31.7,4815,,5,2,NULL
05/22/2021,"Other, NH",Fully Vaccinated,Any,34.1,4828,,5,2,NULL
05/29/2021,"Other, NH",Fully Vaccinated,Any,36.1,4814,,5,2,NULL
06/05/2021,"Other, NH",Fully Vaccinated,Any,38,4818,,5,2,NULL
06/12/2021,"Other, NH",Fully Vaccinated,Any,40.2,4825,,5,2,NULL
06/19/2021,"Other, NH",Fully Vaccinated,Any,41.8,4816,,5,2,NULL
06/26/2021,"Other, NH",Fully Vaccinated,Any,42.9,4831,,5,2,NULL
07/03/2021,"Other, NH",Fully Vaccinated,Any,44,4834,,5,2,NULL
07/10/2021,"Other, NH",Fully Vaccinated,Any,45.1,4831,,5,2,NULL
07/17/2021,"Other, NH",Fully Vaccinated,Any,46.1,4851,,5,2,NULL
07/24/2021,"Other, NH",Fully Vaccinated,Any,47.2,4837,,5,2,NULL
07/31/2021,"Other, NH",Fully Vaccinated,Any,48.4,4820,,5,2,NULL
08/07/2021,"Other, NH",Fully Vaccinated,Any,49.4,4814,,5,2,NULL
08/14/2021,"Other, NH",Fully Vaccinated,Any,50.1,4788,,5,2,NULL
08/21/2021,"Other, NH",Fully Vaccinated,Any,51.6,4783,,5,2,NULL
08/28/2021,"Other, NH",Fully Vaccinated,Any,52.8,4770,,5,2,NULL
09/04/2021,"Other, NH",Fully Vaccinated,Any,54.1,4759,,5,2,NULL
09/11/2021,"Other, NH",Fully Vaccinated,Any,55.9,4762,,5,2,NULL
09/18/2021,"Other, NH",Fully Vaccinated,Any,58.2,4751,,5,2,NULL
09/25/2021,"Other, NH",Fully Vaccinated,Any,59.8,4748,,5,2,NULL
10/02/2021,"Other, NH",Fully Vaccinated,Any,61.1,4731,,5,2,NULL
10/09/2021,"Other, NH",Fully Vaccinated,Any,62,4731,,5,2,NULL
10/16/2021,"Other, NH",Fully Vaccinated,Any,63,4713,,5,2,NULL
10/23/2021,"Other, NH",Fully Vaccinated,Any,63.7,4742,,5,2,NULL
10/30/2021,"Other, NH",Fully Vaccinated,Any,64.1,4736,,5,2,NULL
11/06/2021,"Other, NH",Fully Vaccinated,Any,64.9,4750,,5,2,NULL
11/13/2021,"Other, NH",Fully Vaccinated,Any,65.6,4790,,5,2,NULL
11/20/2021,"Other, NH",Fully Vaccinated,Any,66.1,4806,,5,2,NULL
