Week_Ending_Date,Race and Ethnicity,Vaccination Coverage Status,Pregnancy Status at Vaccination,Vaccination Coverage Percentage (%),Denominator,Date Order,Race Sort Order,Visual Figure Number,Pregnancy Vaccination Order
10/22/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71,101932,,1,1,1
10/29/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71,102400,,1,1,1
11/05/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102759,,1,1,1
11/12/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102937,,1,1,1
11/19/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,103142,,1,1,1
11/26/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102794,,1,1,1
12/03/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102932,,1,1,1
12/10/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.2,102461,,1,1,1
12/17/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102445,,1,1,1
12/24/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102294,,1,1,1
12/31/2022,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102051,,1,1,1
01/07/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102268,,1,1,1
01/14/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102234,,1,1,1
01/21/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,102047,,1,1,1
01/28/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.1,101871,,1,1,1
02/04/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.2,101644,,1,1,1
02/11/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.2,101282,,1,1,1
02/18/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.2,100858,,1,1,1
02/25/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.2,100257,,1,1,1
03/04/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.3,99665,,1,1,1
03/11/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.3,98855,,1,1,1
03/18/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.3,97960,,1,1,1
03/25/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,96831,,1,1,1
04/01/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,95338,,1,1,1
04/08/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,93718,,1,1,1
04/15/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,91606,,1,1,1
04/22/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.5,89003,,1,1,1
04/29/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.5,86174,,1,1,1
05/06/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.5,83188,,1,1,1
05/13/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.5,79925,,1,1,1
05/20/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,76756,,1,1,1
05/27/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.5,73590,,1,1,1
06/03/2023,All Races/Ethnicity,Fully Vaccinated,Before Pregnancy,71.4,70671,,1,1,1
12/19/2020,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0,102081,,1,1,3
12/26/2020,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0,102733,,1,1,3
01/02/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0,103439,,1,1,3
01/09/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,103890,,1,1,3
01/16/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.6,104250,,1,1,3
01/23/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.9,104326,,1,1,3
01/30/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.4,104623,,1,1,3
02/06/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2,104946,,1,1,3
02/13/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2.6,104927,,1,1,3
02/20/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.2,105005,,1,1,3
02/27/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.6,105186,,1,1,3
03/06/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4,105374,,1,1,3
03/13/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.7,105426,,1,1,3
03/20/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,5.6,105416,,1,1,3
03/27/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,6.9,105411,,1,1,3
04/03/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,8.1,105268,,1,1,3
04/10/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,10,105282,,1,1,3
04/17/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,12.1,105334,,1,1,3
04/24/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,14.3,105124,,1,1,3
05/01/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,16.1,105018,,1,1,3
05/08/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.7,104992,,1,1,3
05/15/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,18.7,104992,,1,1,3
05/22/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,19.6,105044,,1,1,3
05/29/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.1,104914,,1,1,3
06/05/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.2,104718,,1,1,3
06/12/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.4,104721,,1,1,3
06/19/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.4,104629,,1,1,3
06/26/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,20.1,104633,,1,1,3
07/03/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,19.9,104400,,1,1,3
07/10/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,19.6,104178,,1,1,3
07/17/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,19.2,104033,,1,1,3
07/24/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,18.8,103905,,1,1,3
07/31/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,18.4,103746,,1,1,3
08/07/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.9,103612,,1,1,3
08/14/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.6,103349,,1,1,3
08/21/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.4,103173,,1,1,3
08/28/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.2,102762,,1,1,3
09/04/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17,102509,,1,1,3
09/11/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.1,102196,,1,1,3
09/18/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.3,102038,,1,1,3
09/25/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17.3,101757,,1,1,3
10/02/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,17,101559,,1,1,3
10/09/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,16.5,101430,,1,1,3
10/16/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,15.8,101314,,1,1,3
10/23/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,15.2,101246,,1,1,3
10/30/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,14.4,101207,,1,1,3
11/06/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,13.7,101361,,1,1,3
11/13/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,12.8,101487,,1,1,3
11/20/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,11.9,101537,,1,1,3
11/27/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,11.1,101778,,1,1,3
12/04/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,10.3,102108,,1,1,3
12/11/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,9.4,101925,,1,1,3
12/18/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,8.6,102046,,1,1,3
12/25/2021,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,7.9,101941,,1,1,3
01/01/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,7.3,102144,,1,1,3
01/08/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,6.7,102176,,1,1,3
01/15/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,6.2,102140,,1,1,3
01/22/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,5.8,102076,,1,1,3
01/29/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,5.4,102185,,1,1,3
02/05/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,5.1,102404,,1,1,3
02/12/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.8,102318,,1,1,3
02/19/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.6,102158,,1,1,3
02/26/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.4,102250,,1,1,3
03/05/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,4.1,102305,,1,1,3
03/12/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.9,102234,,1,1,3
03/19/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.7,102132,,1,1,3
03/26/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.4,102044,,1,1,3
04/02/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3.2,101916,,1,1,3
04/09/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,3,101836,,1,1,3
04/16/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2.8,101844,,1,1,3
04/23/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2.6,101838,,1,1,3
04/30/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2.4,101818,,1,1,3
05/07/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2.2,101806,,1,1,3
05/14/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,2,101657,,1,1,3
05/21/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.8,101596,,1,1,3
05/28/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.6,101453,,1,1,3
06/04/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.4,101248,,1,1,3
06/11/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.3,101227,,1,1,3
06/18/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.2,101178,,1,1,3
06/25/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1.1,101270,,1,1,3
07/02/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,1,101364,,1,1,3
07/09/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.9,101381,,1,1,3
07/16/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.9,101607,,1,1,3
07/23/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.8,101548,,1,1,3
07/30/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.8,101475,,1,1,3
08/06/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.7,101515,,1,1,3
08/13/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.6,101408,,1,1,3
08/20/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.6,101419,,1,1,3
08/27/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.5,101347,,1,1,3
09/03/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.5,101149,,1,1,3
09/10/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.5,100842,,1,1,3
09/17/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.4,100832,,1,1,3
09/24/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.4,100885,,1,1,3
10/01/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.4,100903,,1,1,3
10/08/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.3,101037,,1,1,3
12/24/2022,"Asian, NH",Fully Vaccinated,Any,89.1,15051,,2,2,NULL
12/31/2022,"Asian, NH",Fully Vaccinated,Any,89.1,14984,,2,2,NULL
01/07/2023,"Asian, NH",Fully Vaccinated,Any,89.1,14983,,2,2,NULL
01/14/2023,"Asian, NH",Fully Vaccinated,Any,89.1,14944,,2,2,NULL
01/21/2023,"Asian, NH",Fully Vaccinated,Any,89,14914,,2,2,NULL
01/28/2023,"Asian, NH",Fully Vaccinated,Any,89.1,14826,,2,2,NULL
02/04/2023,"Asian, NH",Fully Vaccinated,Any,89.1,14829,,2,2,NULL
02/11/2023,"Asian, NH",Fully Vaccinated,Any,88.9,14768,,2,2,NULL
02/18/2023,"Asian, NH",Fully Vaccinated,Any,89,14680,,2,2,NULL
02/25/2023,"Asian, NH",Fully Vaccinated,Any,89.1,14581,,2,2,NULL
03/04/2023,"Asian, NH",Fully Vaccinated,Any,89,14542,,2,2,NULL
03/11/2023,"Asian, NH",Fully Vaccinated,Any,89,14459,,2,2,NULL
03/18/2023,"Asian, NH",Fully Vaccinated,Any,88.9,14381,,2,2,NULL
03/25/2023,"Asian, NH",Fully Vaccinated,Any,88.9,14242,,2,2,NULL
04/01/2023,"Asian, NH",Fully Vaccinated,Any,89,14009,,2,2,NULL
04/08/2023,"Asian, NH",Fully Vaccinated,Any,88.9,13734,,2,2,NULL
04/15/2023,"Asian, NH",Fully Vaccinated,Any,88.9,13427,,2,2,NULL
04/22/2023,"Asian, NH",Fully Vaccinated,Any,88.9,13051,,2,2,NULL
04/29/2023,"Asian, NH",Fully Vaccinated,Any,89,12645,,2,2,NULL
05/06/2023,"Asian, NH",Fully Vaccinated,Any,88.9,12191,,2,2,NULL
10/15/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.3,101436,,1,1,3
10/22/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.3,101932,,1,1,3
10/29/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,102400,,1,1,3
11/05/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,102759,,1,1,3
11/12/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,102937,,1,1,3
11/19/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,103142,,1,1,3
11/26/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,102794,,1,1,3
12/03/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,102932,,1,1,3
12/10/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,102461,,1,1,3
12/17/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,102445,,1,1,3
12/24/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.2,102294,,1,1,3
12/31/2022,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,102051,,1,1,3
01/07/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,102268,,1,1,3
01/14/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,102234,,1,1,3
01/21/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,102047,,1,1,3
01/28/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,101871,,1,1,3
02/04/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,101644,,1,1,3
02/11/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,101282,,1,1,3
02/18/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,100858,,1,1,3
02/25/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,100257,,1,1,3
03/04/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,99665,,1,1,3
03/11/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,98855,,1,1,3
03/18/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,97960,,1,1,3
03/25/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,96831,,1,1,3
04/01/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,95338,,1,1,3
04/08/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,93718,,1,1,3
04/15/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,91606,,1,1,3
04/22/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,89003,,1,1,3
04/29/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,86174,,1,1,3
05/06/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,83188,,1,1,3
05/13/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,79925,,1,1,3
05/20/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,76756,,1,1,3
05/27/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,73590,,1,1,3
06/03/2023,All Races/Ethnicity,Fully Vaccinated,During Pregnancy,0.1,70671,,1,1,3
12/19/2020,All Races/Ethnicity,Fully Vaccinated,Any,0,102081,,1,2,NULL
12/26/2020,All Races/Ethnicity,Fully Vaccinated,Any,0,102733,,1,2,NULL
01/02/2021,All Races/Ethnicity,Fully Vaccinated,Any,0,103439,,1,2,NULL
01/09/2021,All Races/Ethnicity,Fully Vaccinated,Any,0.2,103890,,1,2,NULL
01/16/2021,All Races/Ethnicity,Fully Vaccinated,Any,0.7,104250,,1,2,NULL
01/23/2021,All Races/Ethnicity,Fully Vaccinated,Any,1.2,104326,,1,2,NULL
01/30/2021,All Races/Ethnicity,Fully Vaccinated,Any,2,104623,,1,2,NULL
02/06/2021,All Races/Ethnicity,Fully Vaccinated,Any,2.9,104946,,1,2,NULL
02/13/2021,All Races/Ethnicity,Fully Vaccinated,Any,4,104927,,1,2,NULL
02/20/2021,All Races/Ethnicity,Fully Vaccinated,Any,5,105005,,1,2,NULL
02/27/2021,All Races/Ethnicity,Fully Vaccinated,Any,5.8,105186,,1,2,NULL
03/06/2021,All Races/Ethnicity,Fully Vaccinated,Any,6.7,105374,,1,2,NULL
03/13/2021,All Races/Ethnicity,Fully Vaccinated,Any,7.9,105426,,1,2,NULL
03/20/2021,All Races/Ethnicity,Fully Vaccinated,Any,9.4,105416,,1,2,NULL
03/27/2021,All Races/Ethnicity,Fully Vaccinated,Any,11.5,105411,,1,2,NULL
04/03/2021,All Races/Ethnicity,Fully Vaccinated,Any,13.6,105268,,1,2,NULL
04/10/2021,All Races/Ethnicity,Fully Vaccinated,Any,16.4,105282,,1,2,NULL
04/17/2021,All Races/Ethnicity,Fully Vaccinated,Any,19.5,105334,,1,2,NULL
04/24/2021,All Races/Ethnicity,Fully Vaccinated,Any,22.9,105124,,1,2,NULL
05/01/2021,All Races/Ethnicity,Fully Vaccinated,Any,25.9,105018,,1,2,NULL
05/08/2021,All Races/Ethnicity,Fully Vaccinated,Any,28.9,104992,,1,2,NULL
05/15/2021,All Races/Ethnicity,Fully Vaccinated,Any,31.4,104992,,1,2,NULL
05/22/2021,All Races/Ethnicity,Fully Vaccinated,Any,33.8,105044,,1,2,NULL
05/29/2021,All Races/Ethnicity,Fully Vaccinated,Any,35.8,104914,,1,2,NULL
06/05/2021,All Races/Ethnicity,Fully Vaccinated,Any,37.5,104718,,1,2,NULL
06/12/2021,All Races/Ethnicity,Fully Vaccinated,Any,39.1,104721,,1,2,NULL
06/19/2021,All Races/Ethnicity,Fully Vaccinated,Any,40.6,104629,,1,2,NULL
06/26/2021,All Races/Ethnicity,Fully Vaccinated,Any,41.9,104633,,1,2,NULL
07/03/2021,All Races/Ethnicity,Fully Vaccinated,Any,43,104400,,1,2,NULL
07/10/2021,All Races/Ethnicity,Fully Vaccinated,Any,44.2,104178,,1,2,NULL
05/13/2023,"Asian, NH",Fully Vaccinated,Any,88.9,11745,,2,2,NULL
05/20/2023,"Asian, NH",Fully Vaccinated,Any,89,11252,,2,2,NULL
05/27/2023,"Asian, NH",Fully Vaccinated,Any,89,10768,,2,2,NULL
06/03/2023,"Asian, NH",Fully Vaccinated,Any,89,10304,,2,2,NULL
01/09/2021,"Black, NH",Fully Vaccinated,Any,0.1,7770,,3,2,NULL
01/16/2021,"Black, NH",Fully Vaccinated,Any,0.1,7786,,3,2,NULL
01/23/2021,"Black, NH",Fully Vaccinated,Any,0.3,7795,,3,2,NULL
01/30/2021,"Black, NH",Fully Vaccinated,Any,0.6,7820,,3,2,NULL
02/06/2021,"Black, NH",Fully Vaccinated,Any,1.1,7831,,3,2,NULL
02/13/2021,"Black, NH",Fully Vaccinated,Any,1.5,7848,,3,2,NULL
02/20/2021,"Black, NH",Fully Vaccinated,Any,1.9,7841,,3,2,NULL
02/27/2021,"Black, NH",Fully Vaccinated,Any,2.3,7862,,3,2,NULL
03/06/2021,"Black, NH",Fully Vaccinated,Any,2.8,7898,,3,2,NULL
03/13/2021,"Black, NH",Fully Vaccinated,Any,3.4,7895,,3,2,NULL
03/20/2021,"Black, NH",Fully Vaccinated,Any,4,7868,,3,2,NULL
03/27/2021,"Black, NH",Fully Vaccinated,Any,4.7,7885,,3,2,NULL
04/03/2021,"Black, NH",Fully Vaccinated,Any,5.5,7862,,3,2,NULL
04/10/2021,"Black, NH",Fully Vaccinated,Any,6.7,7842,,3,2,NULL
04/17/2021,"Black, NH",Fully Vaccinated,Any,7.7,7848,,3,2,NULL
04/24/2021,"Black, NH",Fully Vaccinated,Any,9,7816,,3,2,NULL
05/01/2021,"Black, NH",Fully Vaccinated,Any,10.4,7844,,3,2,NULL
05/08/2021,"Black, NH",Fully Vaccinated,Any,11.8,7891,,3,2,NULL
05/15/2021,"Black, NH",Fully Vaccinated,Any,12.9,7900,,3,2,NULL
05/22/2021,"Black, NH",Fully Vaccinated,Any,14.4,7925,,3,2,NULL
05/29/2021,"Black, NH",Fully Vaccinated,Any,15.6,7887,,3,2,NULL
06/05/2021,"Black, NH",Fully Vaccinated,Any,16.8,7892,,3,2,NULL
06/12/2021,"Black, NH",Fully Vaccinated,Any,17.8,7904,,3,2,NULL
06/19/2021,"Black, NH",Fully Vaccinated,Any,18.9,7892,,3,2,NULL
06/26/2021,"Black, NH",Fully Vaccinated,Any,20,7907,,3,2,NULL
07/03/2021,"Black, NH",Fully Vaccinated,Any,21,7887,,3,2,NULL
07/10/2021,"Black, NH",Fully Vaccinated,Any,22.1,7805,,3,2,NULL
07/17/2021,"Black, NH",Fully Vaccinated,Any,23.2,7769,,3,2,NULL
07/24/2021,"Black, NH",Fully Vaccinated,Any,24,7742,,3,2,NULL
07/31/2021,"Black, NH",Fully Vaccinated,Any,25,7683,,3,2,NULL
08/07/2021,"Black, NH",Fully Vaccinated,Any,25.8,7653,,3,2,NULL
08/14/2021,"Black, NH",Fully Vaccinated,Any,26.8,7621,,3,2,NULL
08/21/2021,"Black, NH",Fully Vaccinated,Any,27.9,7582,,3,2,NULL
08/28/2021,"Black, NH",Fully Vaccinated,Any,29.2,7540,,3,2,NULL
07/17/2021,All Races/Ethnicity,Fully Vaccinated,Any,45.3,104033,,1,2,NULL
07/24/2021,All Races/Ethnicity,Fully Vaccinated,Any,46.3,103905,,1,2,NULL
07/31/2021,All Races/Ethnicity,Fully Vaccinated,Any,47.3,103746,,1,2,NULL
08/07/2021,All Races/Ethnicity,Fully Vaccinated,Any,48.4,103612,,1,2,NULL
08/14/2021,All Races/Ethnicity,Fully Vaccinated,Any,49.5,103349,,1,2,NULL
08/21/2021,All Races/Ethnicity,Fully Vaccinated,Any,50.8,103173,,1,2,NULL
08/28/2021,All Races/Ethnicity,Fully Vaccinated,Any,52.2,102762,,1,2,NULL
09/04/2021,All Races/Ethnicity,Fully Vaccinated,Any,53.7,102509,,1,2,NULL
09/11/2021,All Races/Ethnicity,Fully Vaccinated,Any,55.4,102196,,1,2,NULL
09/18/2021,All Races/Ethnicity,Fully Vaccinated,Any,57.2,102038,,1,2,NULL
09/25/2021,All Races/Ethnicity,Fully Vaccinated,Any,59,101757,,1,2,NULL
10/02/2021,All Races/Ethnicity,Fully Vaccinated,Any,60.3,101559,,1,2,NULL
10/09/2021,All Races/Ethnicity,Fully Vaccinated,Any,61.5,101430,,1,2,NULL
10/16/2021,All Races/Ethnicity,Fully Vaccinated,Any,62.5,101314,,1,2,NULL
10/23/2021,All Races/Ethnicity,Fully Vaccinated,Any,63.5,101246,,1,2,NULL
10/30/2021,All Races/Ethnicity,Fully Vaccinated,Any,64.3,101207,,1,2,NULL
11/06/2021,All Races/Ethnicity,Fully Vaccinated,Any,65.1,101361,,1,2,NULL
11/13/2021,All Races/Ethnicity,Fully Vaccinated,Any,65.7,101487,,1,2,NULL
11/20/2021,All Races/Ethnicity,Fully Vaccinated,Any,66.2,101537,,1,2,NULL
11/27/2021,All Races/Ethnicity,Fully Vaccinated,Any,66.6,101778,,1,2,NULL
12/04/2021,All Races/Ethnicity,Fully Vaccinated,Any,67.2,102108,,1,2,NULL
12/11/2021,All Races/Ethnicity,Fully Vaccinated,Any,67.5,101925,,1,2,NULL
12/18/2021,All Races/Ethnicity,Fully Vaccinated,Any,68,102046,,1,2,NULL
